award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
HSCETE15J00725,"Net Direct Systems, LLC",Apex,NC,122056,122056,Information Technology Division,Information Technology,Other Computer Related Services,IT,HP Workstations
HSCETE15J00730,"Net Direct Systems, LLC",Apex,NC,469071.01,469071.01,Information Technology Division,Information Technology,Other Computer Related Services,IT,HP Laptops and Computers
HSCETE17J00103,"Net Direct Systems, LLC",Apex,NC,190343.9,190343.9,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00309,"Net Direct Systems, LLC",Apex,NC,39206.1,39206.1,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Laptops
HSCETE17J00310,"Net Direct Systems, LLC",Apex,NC,8360.6,8360.6,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00328,"Net Direct Systems, LLC",Apex,NC,6597.55,6597.55,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Laptops
HSCETE17J00362,"Net Direct Systems, LLC",Apex,NC,7349.15,7349.15,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00373,"Net Direct Systems, LLC",Apex,NC,4601.44,4601.44,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00399,"Net Direct Systems, LLC",Apex,NC,35726.34,35726.34,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00417,"Net Direct Systems, LLC",Apex,NC,3021.32,3021.32,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00420,"Net Direct Systems, LLC",Apex,NC,19407.9,19407.9,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00436,"Net Direct Systems, LLC",Apex,NC,17036,17036,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00497,"Net Direct Systems, LLC",Apex,NC,30122.07,30122.07,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00512,"Net Direct Systems, LLC",Apex,NC,33821.33,33821.33,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE17J00554,"Net Direct Systems, LLC",Apex,NC,794706.14,794706.14,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCEMS16P00026,Netcom Learning Inc.-Ny,New York,NY,14995,14995,Mission Support Washington,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development","IGF::OT::IGF Five-Day Solarwinds Training for Six (6) IT Operations Division (IT OPS) Federal Staff in Chandler, AZ."
70CDCR18P00000114,New Dimension Awards Inc,Brooklyn,NY,10984.5,10984.5,Detention Compliance And Removals,Detention Compliance And Removals,Other Miscellaneous Durable Goods Merchant Wholesalers,Publicity And Publishing,Office Supplies for the Employee Recognition Program - New York Field Office
HSCEDM14P00055,New Life Chinese Laundry Inc,San Diego,CA,40079.28,40079.28,Detention Compliance And Removals,Detention Compliance And Removals,Drycleaning And Laundry Services (Except Coin-Operated),Apparel/Luggage/Leather Goods,IGF::OT::IGF Blanket Cleaning Services for San Diego Staging Area
70CDCR18P00000090,New Tech Central LLC,Detroit,MI,13250,13250,Detention Compliance And Removals,Detention Compliance And Removals,Footwear Manufacturing,Apparel/Luggage/Leather Goods,Goods: Detention Shoes
70CMSD18FR0000020,New Tech Solutions Inc,Fremont,CA,5667.36,5667.36,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Microsoft Surface Pro Bundle
70CMSD18FR0000040,New Tech Solutions Inc,Fremont,CA,5423.1,5423.1,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Computer
70CMSD18FR0000071,New Tech Solutions Inc,Fremont,CA,15550,15550,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Computer Equipment
70CTD018FR0000074,New Tech Solutions Inc,Fremont,CA,61600,124992,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Software Maintenance
70CTD018FR0000105,New Tech Solutions Inc,Fremont,CA,6938.1,6938.1,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Firstsource Ii - 8(A) Socioeconomic Category
70CTD018FR0000122,New Tech Solutions Inc,Fremont,CA,9077.9,9077.9,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF- Option Period 1 Firstsource Ii - 8(A) Socioeconomic Category
HSCEMD17J00076,New Tech Solutions Inc,Fremont,CA,4933.86,4933.86,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Plotter
HSCETE17J00085,New Tech Solutions Inc,Fremont,CA,280949.6,421424.4,Information Technology Division,Information Technology,Other Computer Related Services,IT,Mongodb Software
HSCEMD15P00028,"New York, City Of",New York,NY,112215.84,139080.48,Mission Support Dallas,Mission Support,All Other Amusement And Recreation Industries,Sports And Recreation,Firing Range Facility Rental
HSCEMD17F00226,Nord Atlantic Trading Inc,Miami,FL,39962,39962,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Binoculars
70CMSD18P00000033,Norfolk Safe Company,Norfolk,VA,6025,6025,Mission Support Dallas,Mission Support,All Other Miscellaneous Fabricated Metal Product Manufacturing,Trade Services/Machinery/Manufacturing,File Cabinet
HSCEMD16C00003,Northeastern University,Boston,MA,2711012.38,7758040.19,Mission Support Dallas,Mission Support,Research And Development In The Social Sciences And Humanities,"Education, Research And Professional Development",IGF::CL::IFG Exploratory Methods Mapping (EMM) Process Services for Big Data Sets
HSCEMD17P00113,Northrop Grumman Systems Corporation,Mc Lean,VA,397554.5,397554.5,Mission Support Dallas,Mission Support,Computer Terminal And Other Computer Peripheral Equipment Manufacturing,IT,Handheld Device
HSCEMS17P00066,"Nosler, Inc.",Bend,OR,12350,12350,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Ssa 300 Blackout 220 Gr Btrn (Part 75055)
70CMSW18FR0000020,"Nova Solutions, Inc.",Effingham,IL,15655.64,15655.64,Mission Support Washington,Mission Support,Wood Office Furniture Manufacturing,Office Supplies And Services,Office Furniture
HSCEMS17J00043,Npee L.C,Hialeah,FL,3522.6,3522.6,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"9MM Luger, 100-Grain Ammunition, Pn: A-Npanfe9-100; 1,000 Rounds"
70CMSD18FR0000010,NterOne Corporation,Tyner,NC,19908,19908,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Cisco Training
HSCEMS17P00057,"Office Depot, Inc.",Columbia,MD,5100,5100,Mission Support Washington,Mission Support,Office Furniture (Except Wood) Manufacturing,Office Supplies And Services,"IGF::OT::IGF Opla Requirement to Disassemble, Move and Reassemble 15 Cubicle Workstations at Two Houston Occ Locations."
HSCEMS17J00061,Olin Corporation,East Alton,IL,460.64,460.64,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Commercial Lead Training Ammunition (CLTA)
HSCEMS17J00062,Olin Corporation,East Alton,IL,2489.1,2489.1,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,9MM Luger 124 Grain Fmj
HSCEMS17J00063,Olin Corporation,East Alton,IL,1361.7,1361.7,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,".357 Magnum 125 Grain, Commercial Lead Training Ammunition (CLTA)"
HSCEMS17J00100,Olin Corporation,East Alton,IL,2819.04,2819.04,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Commercial Lead Training Ammunition (CLTA)
HSCEMR16J00020,Olin Corporation,East Alton,IL,3340000,3340000,Mission Support Orlando,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Winchester .40 Caliber S&W 180 Grain Fmj Training Ammunition
HSCEMS16J00012,Olin Corporation,East Alton,IL,80000,80000,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Winchester .40 Caliber S&W Grain Fmj Training Ammunition
HSCEMS16J00013,Olin Corporation,East Alton,IL,2000,2000,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".40 Caliber S&W, 180-Grain, Fmj, Training Ammunition, Part #:Q4409"
HSCEMS16J00014,Olin Corporation,East Alton,IL,152400,152400,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Winchester .40 Caliber S&W 180 Grain Fmj Training Ammunition
HSCEMS16J00052,Olin Corporation,East Alton,IL,5000,5000,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".40 Caliber S&W 180 Grain Fmj Training Ammunition for CBP/Ccep, Part Q4409."
HSCEMS16J00053,Olin Corporation,East Alton,IL,1538228.32,1538228.32,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".223 RITA Ammo, Part#: Q3340 Under Contract#: HSBP10-15-D-00013."
HSCEMS16J00084,Olin Corporation,East Alton,IL,191941.8,191941.8,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".223 RITA Ammo, Part# Q3340"
HSCEMS17J00042,Olin Corporation,East Alton,IL,90919.8,90919.8,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"270,000 Rounds of .223 RITA (Readily Identifiable Training Ammunition) (Model: Q3440)"
HSCEMS17J00047,Olin Corporation,East Alton,IL,68694.96,68694.96,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,RITA Ammo
HSCEMS17J00049,Olin Corporation,East Alton,IL,3030.66,3030.66,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,.223 RITA Ammo
HSCEMS17J00070,Olin Corporation,East Alton,IL,57000,57000,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"Winchester .40 Caliber S&W 180 Grain Fmj (RITA) Ammunition, Part #Q4409"
HSCEMS17J00073,Olin Corporation,East Alton,IL,50511,50511,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"Ero 2nd Qtr Fy 2017 Purchase of 150,000 Rounds of .223 RITA (Readily Identifiable Training Ammunition) (Model: Q3440) Under Contract # HSBP10-15-D-00013. Purchase Price is $336.74 Per 1,000 Round Case"
HSCEMS17J00077,Olin Corporation,East Alton,IL,12459.38,12459.38,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Ammo Type .223 RITA
HSCEMS17J00078,Olin Corporation,East Alton,IL,673.48,673.48,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,.223 RITA Ammunition
HSCEMS17J00079,Olin Corporation,East Alton,IL,20541.14,20541.14,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,.223 RITA Ammunition
HSCEMS17J00096,Olin Corporation,East Alton,IL,55800,55800,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".40 Cal S&W, 180-Gr, Purple RITA Ammunition, Pn Q4409"
HSCEMS17J00108,Olin Corporation,East Alton,IL,52868.18,52868.18,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".223 RITA Ammo, Part Q3340"
HSCEMS17J00117,Olin Corporation,East Alton,IL,66337.78,66337.78,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Purchase of .223 RITA Ammo
HSCEMS17J00128,Olin Corporation,East Alton,IL,303066,303066,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,900 Cases @ 1000 Rounds Per Case of .223 RITA Ammo
HSCEMS17J00138,Olin Corporation,East Alton,IL,140000,140000,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,700 Cs of Winchester .40 S&W 180 Grain Fmj RITA (Readily Identifiable Training Ammunition)
70CMSD18FC0000011,Omniplex World Services Corp,Chantilly,VA,2789420.4,2789420.4,Mission Support Dallas,Mission Support,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,"IGF::CL,CT::IGF Background Investigation Non-Personal Services"
HSCECR13C00003,"One Stop Environmental, LLC",Birmingham,AL,514201.22,514201.22,Information Technology Division,Information Technology,Hazardous Waste Collection,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Biohazard Waste Disposal Services for Ihsc Medical Facilities
HSCEMS16P00064,"Online Consulting, Inc.",Wilmington,DE,9600,9600,Mission Support Washington,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development",IGF::OT::IGF Excel Training for 4 Days Including Intermediate Excel and Advance Excel.
HSCETC17J00019,"Optech, LLC",Troy,MI,3791567.85,6988922.78,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::OT::IGF Law Enforcement Systems Information Management (Lesim) Software Operations and Maintenance (O&M) and Development Support Services.
HSCEMS16C00004,Optimo Information Technology LLC,Bloomsburg,PA,1996800,3993600,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CL::IFG Admin Mod to Change Contract Specialist
HSCETE17P00076,"Optivor Technologies, L.L.C.",Annapolis Junction,MD,99277.17,99277.17,Information Technology Division,Information Technology,Telephone Apparatus Manufacturing,Av And Telecom,IGF::OT::IGF PBX System
